id,score
34566,0.49430257081985474
50272,0.48427456617355347
69232,0.5102037191390991
86223,0.4314586818218231
53524,0.48969766497612
42142,0.4744018018245697
22559,0.492773175239563
28141,0.4981261193752289
72186,0.4921588897705078
46468,0.49195846915245056
33307,0.4904634356498718
96701,0.5137743949890137
43458,0.5191164612770081
50885,0.4857904314994812
73557,0.5125750303268433
88932,0.4823181927204132
44717,0.5179896354675293
99278,0.5061600208282471
59988,0.491123765707016
41296,0.49202394485473633
25715,0.5170978307723999
98187,0.5196557641029358
40635,0.5267067551612854
76486,0.4897197186946869
48161,0.4869571924209595
57858,0.5473294854164124
25848,0.4926292896270752
83247,0.4740835130214691
100820,0.5100705623626709
61843,0.5811295509338379
47864,0.4998595416545868
14338,0.5204395651817322
106760,0.492391437292099
42892,0.5079746246337891
20995,0.48309725522994995
68283,0.49404340982437134
66796,0.4928189218044281
1175,0.5153316259384155
55171,0.4984864592552185
1693,0.4821767807006836
54411,0.48715633153915405
73718,0.5344203114509583
99036,0.4921719431877136
29757,0.490299791097641
1352,0.56671541929245
6970,0.4891725778579712
75513,0.4974212348461151
103376,0.5139163732528687
11566,0.5156559944152832
85724,0.48871493339538574
26255,0.5767307877540588
83078,0.5171322226524353
22092,0.5245285034179688
31379,0.491929829120636
20478,0.48679402470588684
70444,0.48951733112335205
41587,0.49977222084999084
74822,0.48695746064186096
88815,0.5194034576416016
6351,0.4905727803707123
105177,0.4861023426055908
58297,0.48868393898010254
39926,0.5229465961456299
97160,0.4790340065956116
86332,0.4571661353111267
21551,0.5014933347702026
47546,0.5303972959518433
37196,0.5533559918403625
19800,0.4780406057834625
67091,0.4748864471912384
90146,0.4909210801124573
52084,0.47652333974838257
26000,0.4899173080921173
20558,0.5235233902931213
32315,0.49871501326560974
95299,0.5082656741142273
57575,0.48542556166648865
57431,0.5126414895057678
15164,0.4878169596195221
47959,0.4838058054447174
36213,0.5275067687034607
64598,0.4860282242298126
85180,0.47714436054229736
7330,0.482789009809494
96758,0.4836256504058838
60760,0.5267866253852844
95190,0.5014209151268005
70419,0.49231404066085815
104315,0.5282925367355347
80963,0.5276073217391968
104090,0.48442313075065613
62040,0.4671764373779297
57462,0.4888281524181366
1752,0.5145872831344604
13352,0.5251535177230835
6969,0.48581138253211975
36448,0.4998365044593811
69866,0.4970538020133972
37138,0.5035436153411865
37149,0.49337276816368103
83158,0.4946681261062622
107034,0.5190723538398743
83603,0.47484952211380005
33886,0.48667994141578674
55417,0.4886011779308319
57938,0.5264927744865417
27867,0.4915844798088074
101800,0.492358535528183
91813,0.4835270345211029
64083,0.4885021150112152
29528,0.5346656441688538
71645,0.4831646978855133
14467,0.5347864031791687
60324,0.5198467969894409
10743,0.5460675954818726
64077,0.471744179725647
92251,0.49524566531181335
15067,0.5127848386764526
20047,0.4834248125553131
54463,0.49976015090942383
8025,0.42729729413986206
27998,0.4887928366661072
91510,0.4889141023159027
49193,0.47009730339050293
5404,0.49360862374305725
98897,0.5169599652290344
46045,0.49596482515335083
95008,0.49081066250801086
43419,0.5178468227386475
58059,0.49227026104927063
10051,0.4921419620513916
95635,0.4859977066516876
89780,0.4977433383464813
98548,0.4916565716266632
27466,0.5052987337112427
2992,0.4999880790710449
105855,0.4902983605861664
14278,0.5265445113182068
13478,0.4883479177951813
81475,0.47793084383010864
21191,0.4950595498085022
13291,0.4749668538570404
67019,0.49310120940208435
67840,0.5199411511421204
61283,0.5534497499465942
99646,0.5074598789215088
90567,0.5166367292404175
95937,0.49983352422714233
98569,0.49171149730682373
83135,0.4894992709159851
63766,0.49073508381843567
58069,0.5019814372062683
61012,0.49217909574508667
23811,0.4841252267360687
86719,0.49400535225868225
71966,0.4957656264305115
42822,0.5186362266540527
41669,0.5183185935020447
45307,0.5253674387931824
81709,0.48736339807510376
7658,0.49262627959251404
12419,0.48713427782058716
50301,0.4985397458076477
54932,0.48292121291160583
40443,0.5343706607818604
89290,0.4852917790412903
18566,0.49013927578926086
25390,0.48977211117744446
86488,0.48762834072113037
29629,0.47579967975616455
11058,0.4855309724807739
54617,0.4961825907230377
41981,0.49007391929626465
87296,0.5250862240791321
17667,0.4884783923625946
5896,0.48982763290405273
75975,0.49199366569519043
27593,0.4906792938709259
40873,0.44376811385154724
70373,0.47467678785324097
43440,0.5144723653793335
13967,0.4732294976711273
105002,0.5159028172492981
18683,0.5220068693161011
87657,0.5256808996200562
57708,0.47180411219596863
92606,0.5133240222930908
72712,0.4825305938720703
69218,0.47709494829177856
58810,0.5147901177406311
95425,0.49221745133399963
95904,0.47882193326950073
79487,0.5328007340431213
46830,0.5116915702819824
69561,0.5038739442825317
94968,0.48417046666145325
1988,0.5265207290649414
96273,0.5205180048942566
2418,0.5425610542297363
12473,0.4874679744243622
19291,0.4893168807029724
10962,0.4884377717971802
47640,0.49542656540870667
93483,0.47168222069740295
104092,0.495841920375824
97169,0.4811444878578186
31477,0.5120527744293213
75670,0.5071018934249878
65370,0.49760836362838745
10836,0.4980853497982025
68685,0.4935527443885803
93012,0.5086036324501038
80205,0.49546530842781067
66783,0.4964272677898407
79142,0.509768545627594
51106,0.48812204599380493
101527,0.6042414307594299
46079,0.5297456979751587
68864,0.51847243309021
105489,0.48775434494018555
54811,0.4825834333896637
6426,0.490526020526886
100841,0.5092911124229431
65650,0.525791585445404
57870,0.47718772292137146
55990,0.5238028168678284
